采购订单号,供应商代码,供应商名称,供应商等级,物料代码,物料名称,类型,单位,订单数量,单价,总金额,下单日期,预计交付日期,实际交付日期,状态,交期天数,备注
PO2026060171,SUP018,无锡精密机械,A级,M0010,DSP处理器,原材料,颗,4266,0.01,42.66,2026/5/29,2026/6/12,,已下达,14,14
PO2026060172,SUP036,兰州黄河电子,A级,M0009,MCU STM32F103,原材料,颗,3611,0.01,36.11,2026/6/28,2026/7/20,2026/7/18,已完成,22,22
PO2026060173,SUP003,上海精密机械,A级,M0041,传感器模块 温湿度,原材料,片,7755,28.84,223654.2,2026/2/19,2026/3/4,2026/3/2,已完成,13,13
PO2026060174,SUP020,福州东南电子,B级,M0006,FPC柔性排线,原材料,米,548,0.96,526.08,2026/1/8,2026/1/27,2026/1/31,已完成,19,19
PO2026060175,SUP006,杭州明远科技,B级,M0038,电源线 1.5m,原材料,块,5627,36.77,206904.79,2026/2/11,2026/3/4,2026/3/2,部分到货,21,21
PO2026060176,SUP035,乌鲁木齐天山科技,B级,M0022,电解电容 220μF,原材料,个,3456,0.48,1658.88,2026/1/5,2026/1/13,2026/1/13,部分到货,8,8
PO2026060177,SUP034,呼和浩特北方电子,C级,M0013,Zigbee模块,原材料,颗,7564,0.11,832.04,2026/5/26,2026/6/9,,已下达,14,14
PO2026060178,SUP034,呼和浩特北方电子,C级,M0008,ARM Cortex-A35芯片,原材料,支,7301,15.38,112289.38,2026/5/5,2026/5/25,,已下达,20,20
PO2026060179,SUP018,无锡精密机械,A级,M0019,LED灯珠 暖白3000K,原材料,块,1248,170.76,213108.48,2026/1/17,2026/2/6,2026/2/6,已完成,20,20
PO2026060180,SUP030,贵阳西南科技,C级,M0044,显示屏 OLED 0.96寸,原材料,个,7646,7.25,55433.5,2026/1/22,2026/2/12,,已下达,21,21
PO2026060181,SUP002,东莞鑫盛塑胶,B级,M0035,包装彩盒(小),原材料,个,2858,39.08,111690.64,2026/3/30,2026/4/6,2026/4/11,已完成,7,7
PO2026060182,SUP026,沈阳航天电子,B级,M0029,晶振 24MHz,原材料,颗,710,0.16,113.6,2026/5/13,2026/5/22,,已确认,9,9
PO2026060183,SUP011,天津北方电子,A级,M0012,蓝牙模块 BLE5.2,原材料,颗,2525,1.17,2954.25,2026/5/30,2026/6/8,,已下达,9,9
PO2026060184,SUP033,海口南海科技,B级,M0030,整流二极管,原材料,颗,727,0.27,196.29,2026/5/19,2026/6/6,,已下达,18,18
PO2026060185,SUP013,青岛海润电子,C级,M0043,传感器模块 陀螺仪,原材料,个,2990,3.19,9538.1,2026/1/19,2026/1/27,2026/2/1,部分到货,8,8
PO2026060186,SUP027,石家庄华北科技,C级,M0015,电源模块 5V2A,原材料,个,3232,28.83,93178.56,2026/4/11,2026/4/21,2026/4/21,部分到货,10,10
PO2026060187,SUP015,长沙中联科技,B级,M0038,电源线 1.5m,原材料,块,5513,39.86,219748.18,2026/1/14,2026/1/21,2026/1/19,已完成,7,7
PO2026060188,SUP033,海口南海科技,B级,M0008,ARM Cortex-A35芯片,原材料,支,3858,14.81,57136.98,2026/3/26,2026/4/12,2026/4/14,部分到货,17,17
PO2026060189,SUP006,杭州明远科技,B级,M0029,晶振 24MHz,原材料,颗,5985,0.15,897.75,2026/1/7,2026/1/16,2026/1/20,已完成,9,9
PO2026060190,SUP027,石家庄华北科技,C级,M0010,DSP处理器,原材料,颗,1261,0.01,12.61,2026/4/30,2026/5/22,,草稿,22,22
PO2026060191,SUP018,无锡精密机械,A级,M0004,PCB主板,原材料,块,1016,39.81,40446.96,2026/1/1,2026/1/17,2026/1/22,已完成,16,16
PO2026060192,SUP021,西安华创科技,A级,M0036,珍珠棉内托,原材料,个,3216,16.66,53578.56,2026/6/3,2026/6/28,,草稿,25,25
PO2026060193,SUP031,昆明昆电科技,B级,M0016,电源模块 12V1A,原材料,个,2615,18.23,47671.45,2026/6/24,2026/7/2,,已下达,8,8
PO2026060194,SUP032,南宁南国电子,C级,M0017,电源模块 24V2A,原材料,个,2508,75.66,189755.28,2026/6/18,2026/6/28,,已下达,10,10
PO2026060195,SUP012,大连远东科技,B级,M0017,电源模块 24V2A,原材料,个,1571,80.2,125994.2,2026/1/23,2026/2/3,,草稿,11,11
PO2026060196,SUP029,南昌华翔电子,A级,M0037,EVA衬垫,原材料,片,1363,12.41,16914.83,2026/6/22,2026/7/8,2026/7/5,已完成,16,16
PO2026060197,SUP018,无锡精密机械,A级,M0001,ABS塑料外壳,原材料,个,1891,124.9,236185.9,2026/6/2,2026/6/21,,已确认,19,19
PO2026060198,SUP021,西安华创科技,A级,M0028,晶振 32.768kHz,原材料,根,3196,0.5,1598,2026/4/22,2026/5/8,,已确认,16,16
PO2026060199,SUP012,大连远东科技,B级,M0031,TVS保护二极管,原材料,只,2052,0.54,1108.08,2026/4/22,2026/5/2,,已下达,10,10
PO2026060200,SUP011,天津北方电子,A级,M0029,晶振 24MHz,原材料,颗,5122,0.17,870.74,2026/6/15,2026/6/27,2026/6/27,已完成,12,12
PO2026115680,SUP003,上海精密机械,A级,P0088,智能风扇 落地版,成品,台,50,1022.19,51109.5,2026/3/19,2026/4/6,,生产中,18,关键物料加工中
PO2026013744,SUP032,南宁南国电子,C级,M0217,三极管 S8550 PNP,原材料,颗,1000,12.78,12780,2026/3/29,2026/4/3,,部分发货,5,
PO2026090457,SUP020,福州东南电子,B级,M0030,整流二极管,原材料,颗,3000,112.31,336930,2026/5/4,2026/6/3,,草稿,30,
PO2026118115,SUP018,无锡精密机械,A级,M0124,NFC天线 v2,原材料,个,3000,39.31,117930,2026/1/11,2026/2/8,,已下达,28,
PO2026071602,SUP020,福州东南电子,B级,M0114,继电器 5V v2,原材料,个,500,55.95,27975,2026/5/31,2026/6/25,,待处理,25,
PO2026111439,SUP018,无锡精密机械,A级,M0198,FPC柔性排线 v4,半成品,根,800,143.27,114616,2026/2/15,2026/3/7,,已确认,20,供应商已确认交期
PO2026112936,SUP033,海口南海科技,B级,P0091,智能新风机,成品,台,800,1721.48,1377184,2026/2/21,2026/4/7,,待处理,45,
PO2026096548,SUP033,海口南海科技,B级,M0251,MCU单片机 GD32F103C8T6,原材料,片,1500,16.58,24870,2026/4/1,2026/4/29,,待处理,28,
PO2026078538,SUP005,苏州佳美电子,A级,M0261,ABS外壳 笔记本A面 14寸,原材料,个,1500,79.29,118935,2026/4/30,2026/5/7,,部分发货,7,
PO2026066814,SUP027,石家庄华北科技,C级,P0047,智能洗碗机,成品,台,50,1164.17,58208.5,2026/4/17,2026/5/8,,已取消,21,
PO2026050707,SUP016,佛山顺德塑胶,A级,M0290,清洗剂 IPA异丙醇,原材料,瓶,2000,29.27,58540,2026/3/3,2026/3/21,,已确认,18,供应商已确认交期
PO2026110232,SUP037,银川西夏科技,B级,M0175,锂电池 18650 v3,半成品,节,800,41.38,33104,2026/6/28,2026/7/16,,待处理,18,
PO2026023590,SUP022,郑州中原电子,C级,M0107,传感器模块 陀螺仪 v2,原材料,个,2000,136.46,272920,2026/2/17,2026/2/27,,已确认,10,物料生产排程中
PO2026061223,SUP010,重庆渝兴机械,B级,M0262,ABS外壳 笔记本D面 14寸,原材料,个,1500,61.11,91665,2026/4/14,2026/4/21,,部分到货,7,
PO2026022381,SUP028,太原重工机械,B级,P0029,智能摄像头 室外,成品,台,500,998.47,499235,2026/3/21,2026/4/11,2026/4/14,已发货,21,海关报关处理中
PO2026107965,SUP020,福州东南电子,B级,M0284,珍珠棉 EPE板材 2mm厚,原材料,张,2500,11.95,29875,2026/5/10,2026/6/7,,部分到货,28,
PO2026073248,SUP037,银川西夏科技,B级,M0044,显示屏 OLED 0.96寸,原材料,块,2000,88.92,177840,2026/1/15,2026/1/30,,已下达,15,
PO2026110835,SUP014,厦门恒信光电,A级,M0134,FPC柔性排线 v3,原材料,根,2000,81.56,163120,2026/2/16,2026/2/26,2026/3/6,已发货,10,国内转运途中
PO2026026914,SUP009,成都科创电子,C级,M0129,ABS塑料外壳 v3,原材料,个,1000,76.77,76770,2026/1/31,2026/2/10,,生产中,10,定制件制造阶段
PO2026079608,SUP001,深圳华腾电子,A级,P0091,智能新风机,成品,台,50,1552.61,77630.5,2026/2/22,2026/3/1,2026/3/6,已发货,7,国内转运途中
PO2026073994,SUP002,东莞鑫盛塑胶,B级,M0239,触摸屏 G+F 14寸,原材料,块,5000,150.91,754550,2026/6/20,2026/7/5,,已下达,15,
PO2026070073,SUP010,重庆渝兴机械,B级,M0216,三极管 S8050 NPN,原材料,颗,1000,11.08,11080,2026/4/16,2026/4/28,,已确认,12,物料生产排程中
PO2026083377,SUP023,济南恒泰科技,B级,P0029,智能摄像头 室外,成品,台,300,999.41,299823,2026/4/11,2026/5/6,,部分发货,25,
PO2026039962,SUP020,福州东南电子,B级,M0267,铜散热片 VC均热板,原材料,片,5000,166.84,834200,2026/3/18,2026/3/23,2026/3/23,已发货,5,物流运输中-海运
PO2026122611,SUP014,厦门恒信光电,A级,M0241,摄像头模组 1080P AF,原材料,个,500,50.19,25095,2026/2/2,2026/2/16,2026/2/20,已发货,14,海关报关处理中
PO2026056242,SUP021,西安华创科技,A级,M0106,传感器模块 气压 v2,原材料,个,1000,66.57,66570,2026/2/28,2026/4/4,,已确认,35,供应商已确认交期
PO2026071325,SUP036,兰州黄河电子,A级,M0060,NFC天线,原材料,个,2500,118.08,295200,2026/2/8,2026/2/13,2026/2/18,已完成,5,质检合格入库
PO2026017034,SUP022,郑州中原电子,C级,P0045,智能微波炉,成品,台,500,848.53,424265,2026/4/16,2026/4/26,,部分到货,10,
PO2026095487,SUP005,苏州佳美电子,A级,M0103,电源线 3m v2,原材料,根,3000,55.89,167670,2026/6/17,2026/6/27,,生产中,10,关键物料加工中
PO2026027646,SUP002,东莞鑫盛塑胶,B级,M0249,5G模组 RM500Q,原材料,个,5000,326.29,1631450,2026/6/13,2026/7/1,,已确认,18,质量检验标准已确认
PO2026073745,SUP020,福州东南电子,B级,M0201,贴片电容 0402 100nF,原材料,颗,2000,11.03,22060,2026/1/19,2026/2/16,,已下达,28,
PO2026075348,SUP033,海口南海科技,B级,M0298,存储芯片 SPI NOR Flash 16Mb,原材料,片,1500,11.51,17265,2026/2/19,2026/3/3,2026/2/28,已完成,12,批次检验通过
PO2026122835,SUP018,无锡精密机械,A级,P0042,智能加湿器,成品,台,50,449.3,22465,2026/5/6,2026/5/21,,已下达,15,
PO2026113243,SUP007,南京盛达光电,A级,P0042,智能加湿器,成品,台,800,383.78,307024,2026/3/6,2026/4/5,,已确认,30,物料生产排程中
PO2026127344,SUP022,郑州中原电子,C级,P0061,智能投影仪 Lite,成品,台,300,1809.64,542892,2026/1/26,2026/2/20,,部分到货,25,
PO2026014089,SUP024,哈尔滨北方机械,C级,M0028,晶振 32.768kHz,原材料,颗,2000,112.38,224760,2026/5/23,2026/5/28,,生产中,5,关键物料加工中
PO2026022062,SUP026,沈阳航天电子,B级,P0072,智能空气净化器,成品,台,200,470.68,94136,2026/6/9,2026/6/23,2026/6/28,已发货,14,海关报关处理中
PO2026062622,SUP033,海口南海科技,B级,P0073,智能电饭煲,成品,台,100,2109.81,210981,2026/2/13,2026/2/18,2026/2/16,已完成,5,质检合格入库
PO2026059620,SUP029,南昌华翔电子,A级,M0240,触摸屏 G+G 15.6寸,原材料,块,2000,197.25,394500,2026/5/28,2026/6/4,,已下达,7,
PO2026121391,SUP023,济南恒泰科技,B级,M0210,晶振 12MHz HC-49S,原材料,颗,2000,11.74,23480,2026/3/30,2026/4/9,,生产中,10,关键物料加工中
PO2026032194,SUP025,长春一汽配件,A级,P0083,智能血氧仪,成品,台,50,1579.78,78989,2026/6/17,2026/7/2,,部分到货,15,
PO2026129234,SUP002,东莞鑫盛塑胶,B级,P0042,智能加湿器,成品,台,1000,462.19,462190,2026/5/25,2026/6/8,,生产中,14,定制件制造阶段
PO2026059510,SUP019,合肥创新科技,C级,P0095,智能燃气报警器,成品,台,100,232.72,23272,2026/3/7,2026/4/6,2026/4/9,已发货,30,物流运输中-海运
PO2026071259,SUP016,佛山顺德塑胶,A级,P0059,智能门铃 视频版,成品,台,500,1683.14,841570,2026/4/22,2026/5/7,,部分到货,15,
PO2026010557,SUP006,杭州明远科技,B级,P0074,智能烤箱 家用版,成品,台,800,792.41,633928,2026/3/30,2026/4/29,,已确认,30,质量检验标准已确认
PO2026088448,SUP010,重庆渝兴机械,B级,M0097,包装彩盒(大) v2,原材料,个,1000,115.96,115960,2026/6/16,2026/7/16,2026/7/22,已发货,30,国内转运途中
PO2026046286,SUP008,武汉华工科技,B级,M0008,ARM Cortex-A35芯片,原材料,片,2500,15,37500,2026/1/23,2026/2/2,,部分到货,10,
PO2026016801,SUP007,南京盛达光电,A级,M0197,PCB副板 v4,半成品,块,1500,88.09,132135,2026/6/21,2026/7/3,,已确认,12,质量检验标准已确认
PO2026128701,SUP035,乌鲁木齐天山科技,B级,M0253,存储芯片 W25Q128 Flash,原材料,片,500,13.49,6745,2026/4/23,2026/5/3,,草稿,10,
PO2026030477,SUP014,厦门恒信光电,A级,M0115,继电器 12V v2,原材料,个,2500,60.94,152350,2026/1/26,2026/2/2,,已下达,7,
PO2026106995,SUP031,昆明昆电科技,B级,M0203,贴片电容 0805 22μF,原材料,颗,2000,13.44,26880,2026/4/24,2026/5/4,2026/5/8,已完成,10,质检合格入库
PO2026044838,SUP017,宁波华通电子,B级,P0063,智能手环 Fit,成品,台,500,1969.84,984920,2026/4/7,2026/4/22,,已确认,15,物料生产排程中
PO2026017537,SUP007,南京盛达光电,A级,P0028,智能摄像头 室内,成品,台,500,868.52,434260,2026/1/1,2026/1/16,,已确认,15,质量检验标准已确认
PO2026068035,SUP013,青岛海润电子,C级,M0147,LED灯珠 暖白3000K v3,原材料,颗,2500,56.93,142325,2026/5/3,2026/5/8,,已确认,5,供应商已确认交期
PO2026077383,SUP016,佛山顺德塑胶,A级,M0104,USB数据线 Type-C v2,原材料,根,500,11.68,5840,2026/6/2,2026/6/7,,部分到货,5,
PO2026125599,SUP028,太原重工机械,B级,M0139,WiFi模块 802.11ac v3,原材料,个,2500,21.27,53175,2026/5/7,2026/6/6,2026/6/3,已完成,30,批次检验通过
PO2026068479,SUP028,太原重工机械,B级,M0258,光线传感器 BH1750,原材料,个,2500,10.87,27175,2026/2/11,2026/2/26,,已下达,15,
PO2026022239,SUP012,大连远东科技,B级,P0002,智能音箱 B,成品,台,300,292.84,87852,2026/4/18,2026/4/28,,已确认,10,供应商已确认交期
PO2026088330,SUP003,上海精密机械,A级,M0025,贴片电阻 1kΩ,原材料,颗,2500,135.02,337550,2026/1/14,2026/1/28,,草稿,14,
PO2026024815,SUP008,武汉华工科技,B级,M0198,FPC柔性排线 v4,半成品,根,800,147.84,118272,2026/4/30,2026/6/4,,部分发货,35,
PO2026010420,SUP004,广州恒达金属,C级,M0037,EVA衬垫,原材料,片,500,42.09,21045,2026/5/13,2026/6/3,2026/6/7,已完成,21,已转入可用库存
PO2026123798,SUP020,福州东南电子,B级,P0023,情景开关 4键,成品,个,800,925.12,740096,2026/3/4,2026/4/18,,已确认,45,物料生产排程中
PO2026103801,SUP003,上海精密机械,A级,M0294,线束 内部连接线束,原材料,根,2500,12.31,30775,2026/1/27,2026/2/8,,待处理,12,
PO2026095210,SUP025,长春一汽配件,A级,M0295,电源线 国标三芯 1.8m,原材料,根,2000,10.7,21400,2026/2/26,2026/3/8,,待处理,10,
PO2026015737,SUP009,成都科创电子,C级,M0151,钽电容 10μF v3,半成品,颗,2000,15.01,30020,2026/3/6,2026/4/3,2026/4/10,已发货,28,物流运输中-海运
PO2026021697,SUP003,上海精密机械,A级,M0045,显示屏 TFT 2.4寸,原材料,块,1000,93.89,93890,2026/6/3,2026/6/17,2026/6/18,已发货,14,国内转运途中
PO2026039461,SUP005,苏州佳美电子,A级,M0145,电源模块 24V2A v3,原材料,个,5000,17.17,85850,2026/5/25,2026/6/14,,部分到货,20,
PO2026129661,SUP015,长沙中联科技,B级,M0019,LED灯珠 暖白3000K,原材料,颗,5000,48.67,243350,2026/3/5,2026/3/26,,生产中,21,供应商正在生产
PO2026086861,SUP025,长春一汽配件,A级,M0240,触摸屏 G+G 15.6寸,原材料,块,5000,198.08,990400,2026/6/11,2026/6/29,2026/7/4,已发货,18,物流运输中-海运
PO2026105246,SUP013,青岛海润电子,C级,M0037,EVA衬垫,原材料,片,5000,47.4,237000,2026/3/21,2026/3/26,,部分到货,5,
PO2026107707,SUP014,厦门恒信光电,A级,M0282,标签纸 条码标签 50x30mm,原材料,卷,2500,22.1,55250,2026/3/16,2026/4/13,,部分发货,28,
PO2026040350,SUP007,南京盛达光电,A级,M0271,导电布 屏蔽用 50mm宽,原材料,卷,2500,94.26,235650,2026/3/3,2026/3/13,,部分发货,10,
PO2026103351,SUP029,南昌华翔电子,A级,P0025,空调伴侣,成品,个,800,493.14,394512,2026/4/9,2026/5/14,,已确认,35,供应商已确认交期
PO2026092734,SUP031,昆明昆电科技,B级,M0003,铝合金散热片,原材料,片,500,73.12,36560,2026/3/21,2026/4/11,,待处理,21,
PO2026061921,SUP015,长沙中联科技,B级,M0114,继电器 5V v2,原材料,个,5000,57.54,287700,2026/1/20,2026/3/6,,生产中,45,关键物料加工中
PO2026070926,SUP029,南昌华翔电子,A级,M0175,锂电池 18650 v3,半成品,节,1000,42.38,42380,2026/4/26,2026/5/16,,待处理,20,
PO2026039154,SUP009,成都科创电子,C级,M0283,气泡袋 150x200mm,原材料,包,5000,10.6,53000,2026/2/28,2026/3/5,2026/3/9,已完成,5,批次检验通过
PO2026067174,SUP003,上海精密机械,A级,M0139,WiFi模块 802.11ac v3,原材料,个,1500,20.5,30750,2026/2/17,2026/3/1,,部分到货,12,
PO2026013428,SUP001,深圳华腾电子,A级,M0214,肖特基二极管 SS34,原材料,颗,2000,11.81,23620,2026/5/16,2026/6/5,,待处理,20,
PO2026112782,SUP031,昆明昆电科技,B级,M0137,MCU STM32F103 v3,原材料,片,3000,134.76,404280,2026/4/7,2026/4/22,,已确认,15,质量检验标准已确认
PO2026081051,SUP026,沈阳航天电子,B级,M0097,包装彩盒(大) v2,原材料,个,1500,116.29,174435,2026/4/17,2026/5/7,2026/5/5,已完成,20,批次检验通过
PO2026125066,SUP015,长沙中联科技,B级,M0162,包装彩盒(中) v3,半成品,个,1000,52.33,52330,2026/2/15,2026/3/2,,生产中,15,定制件制造阶段
PO2026054869,SUP034,呼和浩特北方电子,C级,P0048,智能洗衣机,成品,台,500,1227.69,613845,2026/3/24,2026/4/3,,部分发货,10,
PO2026119889,SUP004,广州恒达金属,C级,M0294,线束 内部连接线束,原材料,根,3000,10.84,32520,2026/5/14,2026/5/29,2026/5/27,已完成,15,已转入可用库存
PO2026025156,SUP028,太原重工机械,B级,P0076,智能拖地机器人,成品,台,300,1815.33,544599,2026/3/1,2026/3/22,2026/3/26,已发货,21,物流运输中-海运
PO2026074700,SUP027,石家庄华北科技,C级,P0076,智能拖地机器人,成品,台,300,1856.66,556998,2026/6/16,2026/7/1,,待处理,15,
PO2026078718,SUP035,乌鲁木齐天山科技,B级,M0005,PCB副板,原材料,块,1000,48.77,48770,2026/2/23,2026/3/2,2026/3/5,已发货,7,海关报关处理中
PO2026060992,SUP032,南宁南国电子,C级,M0091,电感器 10μH v2,原材料,颗,1500,93.5,140250,2026/4/20,2026/4/25,,已下达,5,
PO2026114903,SUP023,济南恒泰科技,B级,P0068,智能鼠标 静音版,成品,台,300,1131.44,339432,2026/3/3,2026/4/17,,已下达,45,
PO2026099472,SUP016,佛山顺德塑胶,A级,M0078,LoRa模块 v2,原材料,个,1500,81.97,122955,2026/4/3,2026/4/13,,已确认,10,物料生产排程中
PO2026067407,SUP022,郑州中原电子,C级,M0028,晶振 32.768kHz,原材料,颗,500,107.2,53600,2026/3/28,2026/4/27,,生产中,30,供应商正在生产
PO2026092187,SUP013,青岛海润电子,C级,M0207,电感线圈 4.7μH 屏蔽,原材料,颗,2500,12.13,30325,2026/6/13,2026/6/25,,已发货,12,物流运输中-海运
PO2026112382,SUP006,杭州明远科技,B级,M0238,显示屏模组 IPS 15.6寸 4K,原材料,块,2000,303.25,606500,2026/5/15,2026/6/14,,部分到货,30,
PO2026038377,SUP025,长春一汽配件,A级,P0024,旋钮开关 调光,成品,个,500,185.36,92680,2026/3/6,2026/3/26,,已确认,20,质量检验标准已确认
PO2026033533,SUP031,昆明昆电科技,B级,P0024,旋钮开关 调光,成品,个,50,155,7750,2026/5/23,2026/6/7,,部分到货,15,
PO2026057694,SUP029,南昌华翔电子,A级,M0287,缠绕膜 PE拉伸膜 50cm宽,原材料,卷,5000,59,295000,2026/2/17,2026/3/7,,生产中,18,供应商正在生产
PO2026103101,SUP010,重庆渝兴机械,B级,M0063,麦克风 MEMS,原材料,个,1000,90.12,90120,2026/3/13,2026/3/20,2026/3/19,已发货,7,海关报关处理中
PO2026123653,SUP033,海口南海科技,B级,M0072,ARM Cortex-A35芯片 v2,原材料,片,5000,12.59,62950,2026/4/11,2026/4/21,,已确认,10,物料生产排程中
PO2026119499,SUP007,南京盛达光电,A级,M0129,ABS塑料外壳 v3,原材料,个,2500,84.57,211425,2026/3/29,2026/4/13,,已确认,15,供应商已确认交期
PO2026092691,SUP035,乌鲁木齐天山科技,B级,M0163,包装彩盒(小) v3,半成品,个,1500,57.31,85965,2026/3/3,2026/3/10,,已确认,7,物料生产排程中
PO2026010839,SUP023,济南恒泰科技,B级,M0119,弹簧 拉伸 v2,原材料,个,2000,13.33,26660,2026/2/21,2026/3/3,,生产中,10,供应商正在生产
PO2026077780,SUP021,西安华创科技,A级,M0098,包装彩盒(中) v2,原材料,个,3000,119.68,359040,2026/6/6,2026/6/11,,已确认,5,物料生产排程中
PO2026089496,SUP035,乌鲁木齐天山科技,B级,P0064,智能手表 Sport,成品,台,300,1594.48,478344,2026/1/26,2026/2/13,2026/2/21,已发货,18,国内转运途中
PO2026072282,SUP013,青岛海润电子,C级,M0048,锂电池 聚合物3000mAh,原材料,块,1000,35.68,35680,2026/4/4,2026/4/9,,生产中,5,定制件制造阶段
PO2026038846,SUP035,乌鲁木齐天山科技,B级,M0209,电感线圈 22μH 贴片,原材料,颗,1500,11.66,17490,2026/6/10,2026/6/22,,已确认,12,供应商已确认交期
PO2026070829,SUP034,呼和浩特北方电子,C级,P0067,智能键盘 机械版,成品,台,1000,1762.2,1762200,2026/5/18,2026/5/28,,已下达,10,
PO2026102786,SUP035,乌鲁木齐天山科技,B级,M0186,导热硅脂 v3,半成品,g,1000,96.26,96260,2026/6/3,2026/7/8,,部分到货,35,
PO2026056473,SUP014,厦门恒信光电,A级,M0240,触摸屏 G+G 15.6寸,原材料,块,2000,186.95,373900,2026/4/12,2026/4/24,,已下达,12,
PO2026094809,SUP003,上海精密机械,A级,M0199,ARM Cortex-A53芯片 v4,半成品,片,200,91.81,18362,2026/4/11,2026/4/21,,生产中,10,关键物料加工中
PO2026013861,SUP026,沈阳航天电子,B级,M0107,传感器模块 陀螺仪 v2,原材料,个,1500,125.03,187545,2026/5/12,2026/6/26,2026/7/3,已发货,45,国内转运途中
PO2026084609,SUP006,杭州明远科技,B级,M0293,螺丝包 组合套装 M2-M4,原材料,套,3000,10.77,32310,2026/3/3,2026/3/17,2026/3/24,已发货,14,海关报关处理中
